servers,workload,cpu,energy,temperature,efficiency
2,25.64,100.0,263.91,53.42,65.82
2,26.1,100.0,265.52,53.39,65.99
2,26.85,100.0,266.82,53.3,66.32
2,27.5,100.0,267.86,53.41,66.49
2,28.12,100.0,268.68,53.47,66.68
2,28.73,100.0,269.35,53.34,66.98
2,29.23,100.0,269.88,53.44,67.09
2,29.82,100.0,270.3,53.47,67.28
2,30.33,100.0,270.64,53.56,67.39
2,30.82,100.0,270.91,53.56,67.55
2,31.2,100.0,271.13,53.6,67.65
2,31.51,100.0,271.3,53.58,67.76
2,31.8,100.0,271.44,53.51,67.89
2,32.15,100.0,271.56,53.55,67.98
2,32.51,100.0,271.64,53.56,68.08
2,32.67,100.0,271.72,53.57,68.12
2,32.69,100.0,271.77,53.49,68.17
2,32.72,100.0,271.82,53.59,68.12
2,32.62,100.0,271.85,53.52,68.13
2,32.79,100.0,271.88,53.61,68.12
2,32.81,100.0,271.91,53.69,68.08
2,32.86,100.0,271.93,53.63,68.13
2,32.68,100.0,271.94,53.56,68.12
2,32.52,100.0,271.95,53.57,68.06
2,32.3,100.0,271.96,53.8,67.85
2,32.18,100.0,271.97,53.95,67.73
2,32.02,100.0,271.98,53.97,67.66
2,31.54,100.0,271.98,53.98,67.5
2,31.31,100.0,271.98,53.87,67.49
2,30.88,100.0,271.99,53.9,67.33
2,30.42,100.0,271.99,53.92,67.15
2,30.2,100.0,271.99,53.96,67.05
2,29.48,100.0,271.99,53.8,66.88
2,29.07,100.0,271.99,53.77,66.74
2,28.37,100.0,272.0,53.94,66.36
2,27.5,100.0,272.0,53.94,65.99
2,27.06,100.0,272.0,53.99,65.77
2,26.39,100.0,272.0,54.1,65.4
2,25.74,100.0,272.0,54.04,65.12
2,25.08,100.0,272.0,54.05,64.78
2,24.33,100.0,272.0,54.1,64.35
2,23.82,100.0,272.0,54.09,64.06
2,22.94,100.0,272.0,54.12,63.52
2,22.14,100.0,272.0,54.05,63.05
2,21.37,100.0,272.0,54.0,62.55
2,20.45,100.0,272.0,53.95,61.9
2,19.71,99.68,271.9,54.06,61.31
2,18.96,98.29,271.41,54.05,60.93
2,18.17,96.9,270.6,54.02,60.51
2,17.52,95.37,269.49,54.07,60.17
2,16.56,92.68,267.8,54.06,60.6
2,15.83,90.13,265.68,54.03,61.06
2,15.23,87.91,263.31,53.99,61.47
2,14.4,84.67,260.45,53.81,62.14
2,13.71,81.46,257.2,53.82,62.7
2,13.1,78.39,253.68,53.76,63.28
2,12.59,75.11,249.88,53.74,63.86
2,11.9,71.85,245.86,53.73,64.44
2,11.2,69.54,241.95,53.74,64.69
2,10.65,65.59,237.63,53.89,64.05
2,10.15,63.44,233.54,54.06,63.65
2,10.0,61.25,229.61,53.85,63.46
2,10.0,58.4,225.61,53.83,63.08
2,10.0,56.56,221.85,53.85,62.81
2,10.0,55.27,218.46,53.81,62.65
2,10.0,54.96,215.66,53.72,62.67
2,10.0,54.13,213.17,53.57,62.64
2,10.0,53.36,210.94,53.35,62.66
2,10.0,52.74,208.97,53.31,62.6
2,10.0,52.38,207.29,53.35,62.53
2,10.0,52.1,205.87,53.33,62.5
2,10.0,51.5,204.54,53.23,62.47
2,10.0,51.54,203.5,53.26,62.46
2,10.0,50.67,202.4,53.09,62.44
2,10.0,50.17,201.37,53.04,62.4
2,10.0,49.64,200.39,52.91,62.4
2,10.0,50.19,199.77,53.05,62.4
2,10.0,49.18,198.97,52.94,62.32
2,10.13,49.0,198.27,52.92,62.31
2,10.36,49.1,197.75,52.83,62.38
2,10.58,50.21,197.66,52.69,62.62
2,10.73,50.62,197.71,52.74,62.64
2,10.94,51.13,197.91,52.81,62.67
2,11.18,52.43,198.45,52.81,62.85
2,11.59,53.66,199.26,52.84,63.01
2,12.07,54.63,200.2,52.87,63.12
2,12.48,56.03,201.37,52.88,63.32
2,13.12,58.63,203.08,52.69,63.9
2,13.69,60.45,205.0,52.66,64.76
2,14.29,63.12,207.34,52.59,65.71
2,14.83,65.96,210.06,52.79,66.38
2,15.51,68.36,212.95,52.74,67.24
2,15.97,70.83,216.01,52.95,67.44
2,16.64,73.21,219.17,52.92,67.45
2,17.27,75.37,222.35,52.89,67.44
2,18.13,79.07,226.0,52.8,67.31
2,18.88,82.36,229.91,52.65,67.17
2,19.63,85.1,233.86,52.68,66.98
2,20.44,89.06,238.2,52.55,66.67
2,21.2,92.21,242.63,52.65,66.3
2,22.06,95.72,247.22,52.65,65.97
2,22.74,99.56,252.04,52.72,65.39
2,23.5,100.0,256.03,52.62,65.6
2,24.18,100.0,259.23,52.56,65.84
2,24.95,100.0,261.78,52.45,66.17
2,25.65,100.0,263.82,52.42,66.44
2,26.17,100.0,265.46,52.37,66.63
2,26.95,100.0,266.77,52.52,66.84
2,27.74,100.0,267.81,52.65,67.06
2,28.22,100.0,268.65,52.61,67.24
2,28.77,100.0,269.32,52.63,67.42
2,29.37,100.0,269.86,52.75,67.56
2,29.87,100.0,270.29,52.86,67.66
2,30.51,100.0,270.63,52.66,67.99
2,30.98,100.0,270.9,52.73,68.11
2,31.39,100.0,271.12,52.78,68.2
2,31.75,100.0,271.3,53.14,68.1
2,32.08,100.0,271.44,53.05,68.26
2,32.23,100.0,271.55,53.13,68.25
2,32.52,100.0,271.64,53.15,68.33
2,32.7,100.0,271.71,53.06,68.43
2,32.93,100.0,271.77,53.07,68.5
2,33.27,100.0,271.82,52.99,68.64
2,33.38,100.0,271.85,53.11,68.6
2,33.62,100.0,271.88,53.03,68.72
2,33.79,100.0,271.91,53.05,68.76
2,33.79,100.0,271.92,53.01,68.78
2,33.61,100.0,271.94,53.17,68.63
2,33.43,100.0,271.95,53.01,68.68
2,33.38,100.0,271.96,53.06,68.63
2,33.01,100.0,271.97,52.87,68.63
2,32.86,100.0,271.98,52.99,68.52
2,32.59,100.0,271.98,52.86,68.51
2,32.36,100.0,271.98,52.95,68.38
2,31.92,100.0,271.99,52.87,68.29
2,31.55,100.0,271.99,52.76,68.23
2,31.05,100.0,271.99,52.66,68.13
2,30.62,100.0,271.99,52.81,67.89
2,30.14,100.0,271.99,52.85,67.69
2,29.81,100.0,272.0,52.72,67.65
2,29.48,100.0,272.0,52.62,67.59
2,28.97,100.0,272.0,52.58,67.41
2,28.43,100.0,272.0,52.6,67.19
2,27.73,100.0,272.0,52.67,66.85
2,27.06,100.0,272.0,52.68,66.55
2,26.43,100.0,272.0,52.76,66.22
2,25.74,100.0,272.0,52.72,65.91
2,25.16,100.0,272.0,52.7,65.63
2,24.47,100.0,272.0,52.73,65.25
2,23.8,100.0,272.0,52.77,64.85
2,23.08,100.0,272.0,52.8,64.4
2,22.27,100.0,272.0,52.88,63.84
2,21.55,100.0,272.0,53.09,63.22
2,20.68,100.0,272.0,53.27,62.48
2,20.12,99.94,271.98,53.12,62.16
2,19.36,98.83,271.63,53.27,61.65
2,18.76,98.1,271.14,53.36,61.22
2,18.29,96.96,270.4,53.35,61.03
2,17.73,95.2,269.28,53.47,60.8
2,17.15,93.44,267.85,53.42,60.85
2,16.76,91.2,266.04,53.29,61.32
2,16.21,89.86,264.19,53.33,61.53
2,15.7,87.65,262.05,53.31,61.93
2,15.18,84.78,259.47,53.4,62.38
2,14.84,83.0,256.88,53.23,62.79
2,14.44,81.1,254.23,53.27,63.1
2,14.03,78.51,251.34,53.21,63.58
2,13.92,76.43,248.4,53.42,63.82
2,13.71,75.52,245.78,53.27,64.07
2,13.41,74.38,243.34,53.38,64.2
2,13.4,72.98,240.96,53.39,64.44
2,13.22,71.8,238.71,53.44,64.62
2,13.15,70.32,236.46,53.53,64.83
2,13.21,69.17,234.32,53.57,64.74
2,13.23,68.39,232.37,53.42,64.72
2,13.3,68.07,230.72,53.49,64.63
2,13.37,68.19,229.43,53.45,64.68
2,13.62,68.32,228.44,53.45,64.7
2,13.97,68.61,227.74,53.47,64.73
2,14.23,69.3,227.38,53.47,64.82
2,14.53,70.11,227.34,53.49,64.88
2,14.94,71.31,227.66,53.48,65.0
2,15.39,72.25,228.21,53.42,65.35
2,15.84,73.75,229.09,53.29,65.59
2,16.28,74.75,230.1,53.31,65.79
2,16.79,76.71,231.49,53.34,65.84
2,17.39,79.49,233.44,53.51,65.67
2,18.13,81.88,235.71,53.55,65.72
2,18.63,84.56,238.34,53.42,65.58
2,19.35,86.88,241.14,53.58,65.46
2,19.99,89.44,244.14,53.49,65.36
2,20.7,91.96,247.3,53.52,65.21
2,21.28,95.42,250.86,53.52,64.79
2,21.95,98.86,254.75,53.55,64.39
2,22.52,100.0,258.2,53.5,64.38
2,23.03,100.0,260.96,53.65,64.45
2,23.65,100.0,263.17,53.72,64.65
2,24.05,100.0,264.93,53.66,64.81
2,24.45,100.0,266.35,53.72,64.93
2,24.82,100.0,267.48,53.72,65.06
2,25.23,100.0,268.38,53.66,65.27
2,25.72,100.0,269.11,53.6,65.51
2,26.26,100.0,269.68,53.49,65.81
2,26.87,100.0,270.15,53.34,66.16
2,27.43,100.0,270.52,53.25,66.45
2,27.91,100.0,270.81,53.27,66.62
2,28.29,100.0,271.05,53.32,66.74
2,28.65,100.0,271.24,53.39,66.84
2,28.97,100.0,271.39,53.35,66.98
2,29.14,100.0,271.51,53.22,67.12
2,29.42,100.0,271.61,53.28,67.18
2,29.73,100.0,271.69,53.44,67.2
2,30.03,100.0,271.75,53.39,67.34
2,30.35,100.0,271.8,53.47,67.4
2,30.68,100.0,271.84,53.52,67.49
2,31.11,100.0,271.87,53.3,67.77
2,31.39,100.0,271.9,53.58,67.69
2,31.78,100.0,271.92,53.75,67.72
2,32.29,100.0,271.93,53.65,67.94
2,32.49,100.0,271.95,53.63,68.02
2,32.58,100.0,271.96,53.72,67.99
2,32.75,100.0,271.97,53.78,68.01
2,32.94,100.0,271.97,53.74,68.09
2,33.16,100.0,271.98,53.79,68.12
2,33.49,100.0,271.98,53.97,68.11
2,33.68,100.0,271.99,53.98,68.16
2,33.65,100.0,271.99,54.03,68.13
2,33.65,100.0,271.99,54.09,68.09
2,33.64,100.0,271.99,54.22,68.01
2,33.76,100.0,271.99,54.16,68.08
2,33.66,100.0,272.0,54.1,68.09
2,33.63,100.0,272.0,53.93,68.18
2,33.37,100.0,272.0,53.92,68.11
2,33.03,100.0,272.0,53.9,68.02
2,32.6,100.0,272.0,54.01,67.82
2,32.23,100.0,272.0,54.31,67.52
2,32.08,100.0,272.0,54.23,67.53
2,31.93,100.0,272.0,54.25,67.47
2,31.67,100.0,272.0,54.4,67.29
2,31.24,100.0,272.0,54.39,67.15
2,30.57,100.0,272.0,54.6,66.8
2,29.93,100.0,272.0,54.73,66.49
2,29.39,100.0,272.0,54.7,66.3
2,28.87,100.0,272.0,54.61,66.16
2,28.11,100.0,272.0,54.63,65.84
2,27.43,100.0,272.0,54.78,65.46
2,26.66,100.0,272.0,54.68,65.17
2,26.06,100.0,272.0,54.76,64.84
2,25.28,100.0,272.0,54.69,64.5
2,24.64,100.0,272.0,54.77,64.12
2,23.88,100.0,272.0,54.82,63.66
2,23.16,100.0,272.0,54.86,63.21
2,22.33,100.0,272.0,54.93,62.65
2,21.4,100.0,272.0,55.05,61.94
2,20.65,100.0,272.0,55.06,61.39
2,19.99,99.88,271.96,55.1,60.87
2,19.11,99.2,271.73,55.06,60.28
2,18.28,97.85,271.14,55.07,59.79
2,17.39,96.0,270.11,55.29,59.28
2,16.72,93.73,268.61,55.04,59.83
2,16.08,91.64,266.78,54.97,60.23
2,15.42,88.46,264.36,55.08,60.72
2,14.73,85.11,261.42,55.0,61.36
2,13.94,81.86,258.1,54.99,61.93
2,13.19,79.0,254.58,54.93,62.47
2,12.52,74.93,250.54,54.94,63.17
2,11.87,71.92,246.41,55.1,63.6
2,11.17,68.66,242.13,55.05,63.78
2,10.79,65.72,237.82,55.05,63.37
2,10.37,62.68,233.46,54.99,62.98
2,10.0,59.57,229.04,54.96,62.56
2,10.0,57.99,225.03,54.89,62.39
2,10.0,56.25,221.29,54.91,62.13
2,10.0,55.43,218.07,54.88,62.03
2,10.0,53.83,215.0,54.7,61.92
2,10.0,53.35,212.4,54.77,61.81
2,10.0,52.65,210.12,54.82,61.68
2,10.0,52.42,208.22,54.93,61.58
2,10.0,51.45,206.41,54.81,61.52
2,10.0,51.18,204.88,54.82,61.47
2,10.0,50.82,203.55,54.78,61.44
2,10.0,51.31,202.64,54.63,61.6
2,10.0,51.37,201.92,54.78,61.52
2,10.0,50.82,201.18,54.78,61.45
2,10.0,50.97,200.64,54.8,61.46
2,10.0,49.85,199.86,54.87,61.26
2,10.0,49.52,199.15,54.81,61.24
2,10.12,50.04,198.73,54.84,61.3
2,10.34,50.35,198.49,54.88,61.32
2,10.32,50.89,198.46,54.91,61.38
2,10.49,51.42,198.59,54.74,61.55
2,10.76,52.19,198.93,54.69,61.69
2,11.03,52.82,199.39,54.68,61.79
2,11.47,53.96,200.1,54.61,61.99
2,11.89,55.17,201.03,54.56,62.19
2,12.38,56.08,202.05,54.57,62.31
2,12.88,57.44,203.27,54.59,62.49
2,13.34,59.44,204.85,54.69,62.96
2,13.87,61.1,206.61,54.76,63.67
2,14.41,63.72,208.8,54.92,64.41
2,14.9,65.15,210.99,54.88,65.02
2,15.56,68.45,213.72,54.61,66.13
2,16.29,71.37,216.79,54.62,66.6
2,17.05,74.98,220.33,54.52,66.48
2,17.76,77.32,223.86,54.52,66.43
2,18.49,80.42,227.61,54.45,66.28
2,19.16,82.99,231.39,54.59,66.01
2,19.81,86.58,235.48,54.45,65.69
2,20.4,89.74,239.71,54.6,65.2
2,21.17,92.82,244.01,54.61,64.92
2,21.77,96.38,248.52,54.43,64.53
2,22.66,99.69,253.12,54.4,64.26
2,23.36,100.0,256.9,54.31,64.46
2,24.06,100.0,259.92,54.2,64.75
2,24.73,100.0,262.34,54.18,64.99
2,25.56,100.0,264.27,54.22,65.29
2,26.44,100.0,265.81,54.11,65.7
2,27.04,100.0,267.05,54.36,65.77
2,27.76,100.0,268.04,54.37,66.02
2,28.38,100.0,268.83,54.47,66.18
2,28.96,100.0,269.47,54.6,66.31
2,29.47,100.0,269.97,54.47,66.56
2,29.92,100.0,270.38,54.46,66.71
2,30.47,100.0,270.7,54.47,66.89
2,30.88,100.0,270.96,54.46,67.03
2,31.41,100.0,271.17,54.63,67.1
2,31.66,100.0,271.34,54.67,67.15
2,32.14,100.0,271.47,54.52,67.39
2,32.37,100.0,271.57,54.69,67.36
2,32.4,100.0,271.66,54.64,67.4
2,32.58,100.0,271.73,54.6,67.47
2,32.76,100.0,271.78,54.58,67.54
2,32.83,100.0,271.83,54.51,67.6
2,32.87,100.0,271.86,54.6,67.56
2,32.93,100.0,271.89,54.54,67.61
2,33.01,100.0,271.91,54.49,67.66
2,32.86,100.0,271.93,54.51,67.6
2,32.58,100.0,271.94,54.5,67.52
2,32.39,100.0,271.95,54.61,67.4
2,32.2,100.0,271.96,54.55,67.37
2,31.88,100.0,271.97,54.42,67.35
2,31.51,100.0,271.98,54.6,67.12
2,31.3,100.0,271.98,54.41,67.16
2,30.89,100.0,271.99,54.34,67.07
2,30.39,100.0,271.99,54.45,66.83
2,29.98,100.0,271.99,54.52,66.64
2,29.47,100.0,271.99,54.44,66.49
2,28.78,100.0,271.99,54.39,66.25
2,28.22,100.0,272.0,54.42,66.01
2,27.67,100.0,272.0,54.58,65.68
2,27.04,100.0,272.0,54.59,65.4
2,26.41,100.0,272.0,54.49,65.17
2,25.65,100.0,272.0,54.55,64.77
2,24.71,100.0,272.0,54.58,64.27
2,23.87,100.0,272.0,54.64,63.77
2,23.22,100.0,272.0,54.62,63.39
2,22.59,100.0,272.0,54.51,63.07
2,22.02,100.0,272.0,54.51,62.7
2,21.24,100.0,272.0,54.66,62.06
2,20.38,100.0,272.0,54.79,61.35
2,19.56,99.95,271.99,54.75,60.71
2,18.81,99.19,271.75,54.64,60.27
2,17.95,97.96,271.18,54.53,59.77
2,17.17,95.38,269.96,54.65,59.77
2,16.54,92.78,268.2,54.59,60.26
2,15.82,90.34,266.06,54.58,60.69
2,15.1,87.48,263.5,54.66,61.15
2,14.39,84.93,260.68,54.64,61.61
2,13.62,82.35,257.64,54.4,62.2
2,12.92,78.88,254.18,54.4,62.81
2,12.22,75.24,250.32,54.33,63.49
2,11.63,72.15,246.3,54.17,64.12
2,11.04,69.01,242.14,54.11,64.4
2,10.5,65.16,237.66,54.16,63.83
2,10.02,62.41,233.25,54.3,63.36
2,10.0,60.14,229.04,54.28,63.05
2,10.0,58.13,225.07,54.34,62.74
2,10.0,56.62,221.44,54.35,62.52
2,10.0,55.43,218.18,54.25,62.41
2,10.0,54.1,215.18,54.23,62.24
2,10.0,53.4,212.56,54.41,62.03
2,10.0,52.39,210.17,54.47,61.85
2,10.0,52.23,208.2,54.53,61.8
2,10.0,50.97,206.25,54.48,61.65
2,10.0,50.56,204.57,54.6,61.52
2,10.0,51.01,203.36,54.74,61.49
2,10.0,50.59,202.26,54.66,61.49
2,10.0,50.97,201.5,54.67,61.53
2,10.0,49.96,200.59,54.79,61.32
2,10.0,49.99,199.87,54.78,61.33
2,10.0,49.94,199.28,54.75,61.34
2,10.0,50.64,199.01,54.67,61.49
2,10.0,50.24,198.68,54.77,61.37
2,10.0,49.67,198.25,54.7,61.34
2,10.05,49.73,197.92,54.5,61.46
2,10.36,50.22,197.8,54.31,61.65
2,10.64,50.55,197.8,54.19,61.76
2,11.0,51.83,198.19,53.97,62.08
2,11.46,53.24,198.93,53.88,62.33
2,11.86,54.54,199.9,53.7,62.62
2,12.24,55.82,201.07,53.69,62.8
2,12.6,57.58,202.53,53.76,63.01
2,13.2,59.71,204.33,53.68,63.46
2,13.85,61.54,206.33,53.66,64.39
2,14.29,62.93,208.34,53.59,65.0
2,14.88,65.79,210.81,53.54,65.9
2,15.51,68.23,213.52,53.49,66.74
2,16.28,70.52,216.37,53.41,67.49
2,17.19,73.71,219.61,53.34,67.58
2,17.84,77.66,223.39,53.18,67.27
2,18.71,81.16,227.46,53.19,67.08
2,19.57,84.54,231.73,53.18,66.87
2,20.21,87.66,236.08,53.23,66.47
2,20.82,91.18,240.62,53.28,65.97
2,21.53,94.66,245.29,53.34,65.52
2,22.32,98.76,250.26,53.28,65.04
2,22.96,100.0,254.61,53.21,65.0
2,23.77,100.0,258.09,53.17,65.31
2,24.45,100.0,260.87,53.03,65.61
2,25.17,100.0,263.1,53.3,65.71
2,25.84,100.0,264.88,53.21,66.01
2,26.42,100.0,266.3,53.23,66.19
2,27.08,100.0,267.44,53.22,66.45
2,27.8,100.0,268.35,53.3,66.67
2,28.34,100.0,269.08,53.18,66.93
2,28.98,100.0,269.67,53.05,67.24
2,29.57,100.0,270.13,52.86,67.55
2,30.17,100.0,270.51,52.7,67.86
2,30.47,100.0,270.8,52.87,67.85
2,30.91,100.0,271.04,52.75,68.06
2,31.14,100.0,271.24,52.86,68.07
2,31.55,100.0,271.39,52.96,68.14
2,31.86,100.0,271.51,52.99,68.22
2,32.19,100.0,271.61,53.07,68.27
2,32.44,100.0,271.69,53.06,68.35
2,32.57,100.0,271.75,53.06,68.39
2,32.75,100.0,271.8,53.0,68.48
2,32.86,100.0,271.84,52.99,68.52
2,32.87,100.0,271.87,53.0,68.51
2,32.73,100.0,271.9,52.94,68.51
2,32.97,100.0,271.92,52.91,68.6
2,32.97,100.0,271.93,52.99,68.55
2,32.84,100.0,271.95,52.83,68.6
2,32.73,100.0,271.96,52.8,68.59
2,32.45,100.0,271.97,52.8,68.5
2,32.12,100.0,271.97,52.92,68.33
2,31.77,100.0,271.98,52.8,68.28
2,31.36,100.0,271.98,52.69,68.21
2,30.9,100.0,271.99,52.69,68.06
2,30.52,100.0,271.99,52.74,67.89
2,30.14,100.0,271.99,52.97,67.62
2,29.6,100.0,271.99,53.04,67.38
2,29.19,100.0,271.99,53.09,67.19
2,28.67,100.0,272.0,53.11,66.98
2,28.18,100.0,272.0,53.0,66.85
2,27.48,100.0,272.0,52.98,66.56
2,26.67,100.0,272.0,52.86,66.27
2,25.99,100.0,272.0,52.85,65.95
2,25.1,100.0,272.0,52.77,65.56
2,24.28,100.0,272.0,52.83,65.08
2,23.6,100.0,272.0,52.79,64.72
2,22.84,100.0,272.0,52.79,64.26
2,22.08,100.0,272.0,52.84,63.74
2,21.18,100.0,272.0,52.77,63.15
2,20.32,100.0,272.0,52.69,62.55
2,19.61,100.0,272.0,52.72,61.96
2,18.9,99.02,271.71,52.71,61.54
2,18.08,96.95,270.85,52.52,61.3
2,17.07,94.26,269.36,52.61,61.19
2,16.33,91.86,267.45,52.28,61.81
2,15.73,88.99,265.05,52.31,62.29
2,14.93,85.91,262.22,52.22,62.88
2,14.22,82.62,258.96,52.09,63.54
2,13.48,78.88,255.23,52.07,64.2
2,12.84,76.79,251.62,51.99,64.62
2,12.33,73.77,247.83,52.11,65.08
2,11.78,70.87,243.92,52.14,65.57
2,11.19,67.92,239.92,52.18,65.4
2,10.63,64.5,235.68,52.32,64.84
2,10.03,61.63,231.44,52.39,64.4
2,10.0,59.07,227.27,52.31,64.09
2,10.0,56.5,223.17,52.05,63.88
2,10.0,54.95,219.42,51.97,63.71
2,10.0,53.34,215.94,52.07,63.43
2,10.0,53.4,213.17,52.12,63.41
2,10.0,52.21,210.6,52.25,63.16
2,10.0,52.13,208.52,52.31,63.11
2,10.0,51.89,206.78,52.2,63.14
2,10.0,51.63,205.32,52.3,63.05
2,10.0,51.25,204.03,52.28,63.01
2,10.0,51.92,203.2,52.07,63.23
2,10.0,51.76,202.49,51.93,63.29
2,10.0,51.98,201.98,51.87,63.35
2,10.0,51.19,201.34,51.88,63.24
2,10.0,51.86,201.03,51.81,63.38
2,10.0,50.68,200.43,51.71,63.27
2,10.05,50.39,199.86,51.73,63.21
2,10.25,50.68,199.49,51.72,63.26
2,10.26,50.52,199.15,51.77,63.21
2,10.32,51.0,199.02,51.81,63.26
2,10.51,51.31,199.01,51.89,63.25
2,10.81,52.3,199.3,51.83,63.42
2,11.42,53.74,199.96,51.66,63.73
2,11.66,54.89,200.84,51.66,63.89
2,11.94,55.8,201.81,51.68,64.0
2,12.37,56.9,202.92,51.57,64.22
2,12.88,58.22,204.2,51.68,64.34
2,13.34,59.75,205.68,51.46,64.87
2,13.79,62.07,207.57,51.4,65.65
2,14.46,64.19,209.71,51.53,66.5
2,15.18,66.67,212.17,51.67,67.37
2,15.86,68.67,214.74,51.53,68.23
2,16.53,72.06,217.81,51.51,68.5
2,17.21,75.04,221.16,51.55,68.32
2,17.88,78.07,224.75,51.63,68.08
2,18.63,81.72,228.71,51.73,67.72
2,19.34,84.75,232.8,51.88,67.37
2,20.29,88.32,237.13,51.98,67.09
2,21.11,91.43,241.54,51.95,66.86
2,21.94,95.08,246.15,51.88,66.52
2,22.51,98.3,250.81,51.71,66.14
2,23.41,100.0,255.05,51.97,65.98
2,24.09,100.0,258.44,52.09,66.11
2,24.69,100.0,261.15,52.19,66.23
2,25.29,100.0,263.32,52.27,66.38
2,25.99,100.0,265.06,52.46,66.52
2,26.52,100.0,266.45,52.41,66.73
2,27.27,100.0,267.56,52.63,66.88
2,28.03,100.0,268.45,52.67,67.14
2,28.62,100.0,269.16,52.62,67.37
2,29.22,100.0,269.73,52.55,67.62
2,29.67,100.0,270.18,52.6,67.74
2,30.26,100.0,270.54,52.56,67.97
2,30.98,100.0,270.84,52.67,68.14
2,31.41,100.0,271.07,52.74,68.24
2,31.64,100.0,271.25,52.91,68.21
2,32.06,100.0,271.4,52.81,68.39
2,32.26,100.0,271.52,52.8,68.46
2,32.5,100.0,271.62,52.86,68.49
2,32.79,100.0,271.69,52.9,68.56
2,33.05,100.0,271.76,52.9,68.63
2,33.03,100.0,271.8,52.85,68.66
2,33.11,100.0,271.84,52.86,68.68
2,33.37,100.0,271.87,52.65,68.87
2,33.42,100.0,271.9,52.71,68.85
2,33.19,100.0,271.92,52.67,68.81
2,32.75,100.0,271.94,52.61,68.71
2,32.55,100.0,271.95,52.64,68.63
2,32.22,100.0,271.96,52.61,68.55
2,32.07,100.0,271.97,52.57,68.52
2,31.72,100.0,271.97,52.6,68.39
2,31.26,100.0,271.98,52.6,68.23
2,31.14,100.0,271.98,52.66,68.16
2,30.5,100.0,271.99,52.62,67.96
2,29.88,100.0,271.99,52.63,67.73
2,29.61,100.0,271.99,52.72,67.58
2,29.2,100.0,271.99,52.78,67.38
2,28.48,100.0,271.99,52.8,67.09
2,27.97,100.0,272.0,52.68,66.95
2,27.26,100.0,272.0,52.57,66.71
2,26.54,100.0,272.0,52.72,66.29
2,25.7,100.0,272.0,52.72,65.89
2,25.14,100.0,272.0,52.77,65.57
2,24.39,100.0,272.0,52.81,65.15
2,23.81,100.0,272.0,52.89,64.78
2,22.97,100.0,272.0,52.85,64.3
2,22.39,100.0,272.0,52.71,64.02
2,21.66,100.0,272.0,52.81,63.47
2,20.84,100.0,272.0,52.82,62.88
2,19.81,100.0,272.0,52.98,61.97
2,18.92,99.01,271.7,53.08,61.34
2,18.18,96.77,270.79,53.01,61.14
2,17.58,95.16,269.58,52.96,60.93
2,16.8,92.63,267.86,52.94,61.28
2,16.14,90.35,265.79,52.92,61.68
2,15.34,87.88,263.39,53.04,62.04
2,14.54,85.07,260.64,53.07,62.52
2,13.84,82.3,257.6,53.04,63.02
2,13.22,78.11,253.91,53.06,63.74
2,12.4,74.67,249.93,52.9,64.44
2,11.93,71.48,245.79,52.79,65.07
2,11.41,69.05,241.75,52.65,65.28
2,10.96,66.54,237.76,52.82,64.82
2,10.54,63.42,233.63,52.92,64.33
2,10.25,60.92,229.58,52.91,63.98
2,10.0,59.14,225.81,53.03,63.66
2,10.0,57.71,222.36,52.98,63.49
2,10.0,56.25,219.16,52.87,63.36
2,10.0,55.64,216.42,52.74,63.35
2,10.0,55.33,214.13,52.76,63.29
2,10.0,54.75,212.13,52.86,63.15
2,10.0,53.4,210.13,52.87,62.95
2,10.0,53.37,208.51,53.03,62.85
2,10.0,52.25,206.88,53.14,62.63
2,10.0,51.36,205.31,53.24,62.45
2,10.0,50.68,203.85,53.12,62.42
2,10.0,50.32,202.58,53.26,62.29
2,10.0,49.33,201.26,53.2,62.19
2,10.0,48.5,199.96,53.35,61.98
2,10.0,48.87,199.03,53.37,62.02
2,10.0,49.08,198.35,53.26,62.11
2,10.05,48.93,197.76,53.49,61.96
2,10.17,49.73,197.52,53.5,62.06
2,10.06,49.62,197.31,53.4,62.11
2,10.12,50.18,197.3,53.43,62.17
2,10.26,49.38,197.05,53.5,62.01
2,10.63,50.75,197.27,53.37,62.28
2,11.06,51.03,197.52,53.38,62.31
2,11.42,51.94,198.0,53.46,62.39
2,11.86,53.32,198.8,53.4,62.63
2,12.17,54.37,199.75,53.59,62.66
2,12.8,56.2,201.06,53.56,62.93
2,13.3,58.08,202.67,53.63,63.54
2,13.88,59.87,204.5,53.47,64.47
2,14.58,62.69,206.8,53.38,65.56
2,15.09,65.26,209.42,53.58,66.15
2,15.78,67.89,212.31,53.76,66.9
2,16.46,70.58,215.42,53.75,67.52
2,17.18,74.07,218.96,53.67,67.35
2,17.82,76.96,222.65,53.58,67.19
2,18.58,80.53,226.68,53.64,66.87
2,19.42,83.9,230.91,53.65,66.63
2,20.37,87.84,235.48,53.69,66.31
2,21.42,91.81,240.33,53.7,66.01
2,22.14,95.67,245.37,53.67,65.51
2,22.95,98.76,250.32,53.68,65.17
2,23.77,100.0,254.66,53.56,65.25
2,24.51,100.0,258.13,53.76,65.34
2,25.09,100.0,260.9,53.58,65.61
2,25.86,100.0,263.12,53.54,65.9
2,26.6,100.0,264.9,53.6,66.12
2,27.19,100.0,266.32,53.7,66.26
2,27.95,100.0,267.45,53.67,66.55
2,28.32,100.0,268.36,53.76,66.61
2,29.0,100.0,269.09,53.73,66.86
